Page Name,Amount Spent (EUR),len_amt,state
Kick-out con KWAL & cs,100,3,Utrecth
PvdA Europa,100,3,Utrecth
It Rains Fashion,100,3,Utrecth
Libertaire Partij - LP,100,3,Utrecth
Jacksart Apeldoorn,100,3,Utrecth
Like in a movie,100,3,Utrecth
Gmat Dojo Amsterdam,100,3,Utrecth
D.Franklin,100,3,Utrecth
Vrouwen voor Vrijheid,100,3,Utrecth
Man of the Match,100,3,Utrecth
Dr. Sidi S. Koné,100,3,Utrecth
VVD Montfoort,100,3,Utrecth
JFVD,100,3,Utrecth
ABP Pensioenfonds voor overheid en onderwijs,100,3,Utrecth
D66 Internationaal,100,3,Utrecth
ifaw,100,3,Utrecth
Ojanne de Vries-Chang D66 Heerenveen,100,3,Utrecth
Myndr,100,3,Utrecth
Donker Gloed,100,3,Utrecth
Dorcas,100,3,Utrecth
America Today,100,3,Utrecth
NIDA,100,3,Utrecth
Israël in Nederland,100,3,Utrecth
Schildje: Maakt kindermishandeling bespreekbaar,100,3,Utrecth
Bill Gates,100,3,Utrecth
Fans van Jensen.nl,100,3,Utrecth
Partij voor de Dieren werkgroep Culemborg,100,3,Utrecth
Slimduurzamer,100,3,Utrecth
Sociaal Mondkapje,100,3,Utrecth
Justice and Peace Netherlands,100,3,Utrecth
Nederlands Dagblad,100,3,Utrecth
Studium Generale Eindhoven,100,3,Utrecth
Diabetes Fonds,100,3,Utrecth
Motherboard Nederland,100,3,Utrecth
LG Global,100,3,Utrecth
ADP,100,3,Utrecth
TOMS,100,3,Utrecth
Tubantia,100,3,Utrecth
UNFPA,100,3,Utrecth
BOTTI.,100,3,Utrecth
Politiek Fabriek Utrecht,100,3,Utrecth
ROSE stories,100,3,Utrecth
Amsterdamse Bostheater,100,3,Utrecth
CDA Heemskerk,100,3,Utrecth
Expreszo,100,3,Utrecth
NIN Luxury Lingerie,100,3,Utrecth
Caeli,100,3,Utrecth
3FM,100,3,Utrecth
Body Stress Release Jochem Alink,100,3,Utrecth
Jong Ondernemen,100,3,Utrecth
Keurslagerij Jansen,100,3,Utrecth
Young Impact,100,3,Utrecth
Qredits,100,3,Utrecth
ChristenUnie Nieuwegein,100,3,Utrecth
ChristenUnie Nieuwegein,100,3,Utrecth
De Woerdense VVD,100,3,Utrecth
Daily Stoic,100,3,Utrecth
Academics for Development Utrecht,100,3,Utrecth
Byjozef.com,100,3,Utrecth
Your Moon Time,100,3,Utrecth
Leon Baten,100,3,Utrecth
Students for Climate NL,100,3,Utrecth
VoorBaarn,100,3,Utrecth
RUMAG,100,3,Utrecth
Epique - Mountain Adventures,100,3,Utrecth
Do More,100,3,Utrecth
Politiek van Morgen,100,3,Utrecth
Peter Szabo,100,3,Utrecth
SGP Utrechtse Heuvelrug,100,3,Utrecth
Student Research Conference 2019,100,3,Utrecth
Instagram User 6576561240,100,3,Utrecth
Green Make Over,100,3,Utrecth
A Beautiful SEOUL,100,3,Utrecth
Christian Refugee Relief,100,3,Utrecth
JamPanda.nl,100,3,Utrecth
Gepensioneerden,100,3,Utrecth
Thuiscomfort,100,3,Utrecth
"10,000 HOURS",100,3,Utrecth
EESC - European Economic and Social Committee,100,3,Utrecth
PvdA-Harderwijk,100,3,Utrecth
Daan de Kort,100,3,Utrecth
Vereniging NOV,100,3,Utrecth
CDA Woudenberg,100,3,Utrecth
USR Diaspora,100,3,Utrecth
Lijst Bèta,100,3,Utrecth
Lavazza,100,3,Utrecth
Meneer Nieges,100,3,Utrecth
Atlantic Forum,100,3,Utrecth
D66 Ede,100,3,Utrecth
Peter van Dalen,100,3,Utrecth
Paul Tang,100,3,Utrecth
Red de plassen,100,3,Utrecth
Floraplantnl,100,3,Utrecth
PlanetCare,100,3,Utrecth
Orologi sportivi,100,3,Utrecth
NUT (Nieuw Utrechts Toneel),100,3,Utrecth
voltnederland,100,3,Utrecth
DSM Bright Science Brighter Living,100,3,Utrecth
Cmtc-Ovm patiëntenorganisatie Nederland,100,3,Utrecth
SGP-Houten,100,3,Utrecth
CDA Huizen,100,3,Utrecth
Carla Dik-Faber,100,3,Utrecth
Zox,100,3,Utrecth
Civil Liberties Union for Europe,100,3,Utrecth
Gemeenteraad Roosendaal,100,3,Utrecth
Flinty,100,3,Utrecth
Dior,100,3,Utrecth
Veerman Mediaproducties,100,3,Utrecth
Gemeente Heerenveen,100,3,Utrecth
Smyle,100,3,Utrecth
BEO bottle,100,3,Utrecth
De Stadsbron,100,3,Utrecth
Kamp Solutions,100,3,Utrecth
Wijzer in geldzaken,100,3,Utrecth
AllesOverCrypto,100,3,Utrecth
Kraamzorg Zek,100,3,Utrecth
Songul Mutluer,100,3,Utrecth
Daliel.nl,100,3,Utrecth
HeyLady,100,3,Utrecth
D&D Beyond,100,3,Utrecth
Reusable Product,100,3,Utrecth
Nationale-Nederlanden,100,3,Utrecth
SP Groningen,100,3,Utrecth
Triodos Bank Nederland,100,3,Utrecth
Zihni Özdil,100,3,Utrecth
AquaGo,100,3,Utrecth
Stichting Lobby Lokaal,100,3,Utrecth
Trotec Nederland,100,3,Utrecth
Groene Groeiers,100,3,Utrecth
De Nieuwegeinse VVD,100,3,Utrecth
PvdA Het Hogeland,100,3,Utrecth
Oneworld.nl,100,3,Utrecth
ChristenUnie Zwolle,100,3,Utrecth
De Wereldwijven,100,3,Utrecth
Ouders & Onderwijs,100,3,Utrecth
Stichting AAP,100,3,Utrecth
Minister voor Wonen,100,3,Utrecth
NGIZ Nederlands Genootschap voor Internationale Zaken,100,3,Utrecth
AdVenture Communist,100,3,Utrecth
Irish Tax Agency,100,3,Utrecth
Gool Gadgets Go,100,3,Utrecth
Stop Ecocide NL,100,3,Utrecth
"UNHCR, the UN Refugee Agency",100,3,Utrecth
Save The Earth,100,3,Utrecth
Vera Tax,100,3,Utrecth
Groenlinks Baarn,100,3,Utrecth
SodaStream Nederland,100,3,Utrecth
VVD - Edith van den Ham,100,3,Utrecth
Jongerenambassadeurs,100,3,Utrecth
MiJu,100,3,Utrecth
NTR Wetenschap,100,3,Utrecth
Amsterdam Museum,100,3,Utrecth
de Nederlandse Boekengids,100,3,Utrecth
THE OUTNET.COM,100,3,Utrecth
Eppo Bruins,100,3,Utrecth
Art.1 Midden Nederland,100,3,Utrecth
Happiness Initiation,100,3,Utrecth
Barberstation,100,3,Utrecth
VluchtelingenWerk Nederland,100,3,Utrecth
WB GroenLinks,100,3,Utrecth
Uniek Sporten,100,3,Utrecth
Grimfrost,100,3,Utrecth
VriendenLoterij,100,3,Utrecth
Ride-On Nederland,100,3,Utrecth
Samenwerkende Kredietunies,100,3,Utrecth
Pologize Fashion,100,3,Utrecth
Biehler Cycling,100,3,Utrecth
CDA Pride,100,3,Utrecth
Gemeente Nieuwegein,100,3,Utrecth
Wytske Postma CDA,100,3,Utrecth
Caravannen,100,3,Utrecth
Klaas Gerard Jumelet,100,3,Utrecth
VIDIUS studentenunie,100,3,Utrecth
Seats2meet.com,100,3,Utrecth
Restaurant de Olifant,100,3,Utrecth
Sportcentrum De Trits,100,3,Utrecth
Saywhat Bottles,100,3,Utrecth
FairWork,100,3,Utrecth
Instagram User 9357121926,100,3,Utrecth
Extinction Rebellion NL,100,3,Utrecth
Daystechar,100,3,Utrecth
Prijsvrij,100,3,Utrecth
"De Verbinding, Baptistengemeente Amsterdam",100,3,Utrecth
Stoppen met vlees,100,3,Utrecth
Rob Roos MEP,100,3,Utrecth
David Bosch - PVV Utrecht,100,3,Utrecth
HelloFresh,100,3,Utrecth
Unplug and Play Artiestenvereniging,100,3,Utrecth
Rainbow Academy,100,3,Utrecth
De Haagse VVD,100,3,Utrecth
Mohammed Chahim,100,3,Utrecth
Ware Islam,100,3,Utrecth
Auberge de Smockelaer,100,3,Utrecth
We stand for #landrightsnow,100,3,Utrecth
Michael van der Galien,100,3,Utrecth
JFV Ouranos,100,3,Utrecth
Jeroen Janssen - kandidaat Europarlementariër,100,3,Utrecth
Ocean Witness,100,3,Utrecth
IDFA,100,3,Utrecth
Nieuw Wij,100,3,Utrecth
Atelier Jungles,100,3,Utrecth
Marxistische Studenten Utrecht,100,3,Utrecth
Polymaat,100,3,Utrecth
24Bottles,100,3,Utrecth
Hugo Bellaart,100,3,Utrecth
T Clubhuys Baarn,100,3,Utrecth
Spa2Go,100,3,Utrecth
VPRO Gids,100,3,Utrecth
King Of Clothes,100,3,Utrecth
Raymond Mens,100,3,Utrecth
Greenn mondo,100,3,Utrecth
Best Design Crowdfunding Projects,100,3,Utrecth
Urban Belasting en Adviesbureau,100,3,Utrecth
Maskrr,100,3,Utrecth
Hart voor Den Haag,100,3,Utrecth
Edgard & Cooper,100,3,Utrecth
WISE,100,3,Utrecth
Ik ben Trots op Nederland,100,3,Utrecth
Faissal & Hans - van Brabant tot Binnenhof,100,3,Utrecth
FlyGRN,100,3,Utrecth
TNP Szkolenia,100,3,Utrecth
BBI Travel,100,3,Utrecth
Barney Media,100,3,Utrecth
Fonds Slachtofferhulp,100,3,Utrecth
Cobouw,100,3,Utrecth
De Kargadoor,100,3,Utrecth
Gemeente Bunnik,100,3,Utrecth
PvdA Roze Netwerk,100,3,Utrecth
SIB-Leiden,100,3,Utrecth
Cinema Delicatessen,100,3,Utrecth
Postcode Lotteries Green Challenge,100,3,Utrecth
Zo kan het ook,100,3,Utrecth
Bradbrooks,100,3,Utrecth
Jelnl,100,3,Utrecth
"Huismus Bescherming Nederland, Stichting Witte Mus",100,3,Utrecth
Internationaal Theater Amsterdam,100,3,Utrecth
The Bam & Boo Toothbrush,100,3,Utrecth
Epimonia,100,3,Utrecth
Rubbermagazijn,100,3,Utrecth
World Transformation Movement,100,3,Utrecth
VPRO Zomergasten,100,3,Utrecth
Fietsbezorger.com,100,3,Utrecth
Kroese en Geraerts Belastingadvies,100,3,Utrecth
Fashionmelt,100,3,Utrecth
Hugo van Leeuwen,100,3,Utrecth
Jesse Klaver,100,3,Utrecth
Hismile,100,3,Utrecth
I&O Research,100,3,Utrecth
HetkanWel,100,3,Utrecth
BRAKIJmuiden,100,3,Utrecth
CDA Vijfheerenlanden,100,3,Utrecth
king_kody024,100,3,Utrecth
Mohammed Akkari,100,3,Utrecth
Eklips advies,100,3,Utrecth
"Osma Bos-, tuin- en Parkmachines",100,3,Utrecth
De Wereldwijven,100,3,Utrecth
Bibliotheek Utrecht,100,3,Utrecth
VGCt,100,3,Utrecth
De Beweging,100,3,Utrecth
PvdA Goeree-Overflakkee,100,3,Utrecth
PETA (People for the Ethical Treatment of Animals),100,3,Utrecth
Vers Beton,100,3,Utrecth
NTR,100,3,Utrecth
fepshop.com,100,3,Utrecth
Edukans,100,3,Utrecth
Bundelt,100,3,Utrecth
WECF Nederland - Women Engage for a Common Future,100,3,Utrecth
Horecazorg,100,3,Utrecth
Stoov,100,3,Utrecth
ACT-Solar,100,3,Utrecth
Uitgeverij Aspekt,100,3,Utrecth
Finaste,100,3,Utrecth
Piratenpartij [NL],100,3,Utrecth
Tiny Little Cactus,100,3,Utrecth
Burger Opinie,100,3,Utrecth
Schoevers,100,3,Utrecth
Huawei Nederland,100,3,Utrecth
Ruben van der Meer,100,3,Utrecth
KRO-NCRV,100,3,Utrecth
Het Financieele Dagblad,100,3,Utrecth
HAN VDO,100,3,Utrecth
Björn Borg,100,3,Utrecth
ZZP online pomoc,100,3,Utrecth
Bureau Clara Wichmann,100,3,Utrecth
European Youth Event,100,3,Utrecth
Lijst30,100,3,Utrecth
TU Eindhoven,100,3,Utrecth
USR Diaspora - Olanda,100,3,Utrecth
Impact City - The Hague Innovators,100,3,Utrecth
Bakkie Trots,100,3,Utrecth
"ROOD, jong in de SP",100,3,Utrecth
Ridder,100,3,Utrecth
Spencer,100,3,Utrecth
Greenpeace International,100,3,Utrecth
GetGadgets.nl,100,3,Utrecth
Meldpunt Verpakkingen,100,3,Utrecth
juliet.broersen,100,3,Utrecth
Oogvereniging,100,3,Utrecth
Governo do Brasil,100,3,Utrecth
Wassila Hachchi,100,3,Utrecth
Wij blijven kritisch,100,3,Utrecth
MKB-Nederland,100,3,Utrecth
K.N.P.S.V.,100,3,Utrecth
LastObject,100,3,Utrecth
DataCamp,100,3,Utrecth
Sky World Community Eng,100,3,Utrecth
High Rise Living,100,3,Utrecth
Wheat Straws,100,3,Utrecth
Partij Zonder Naam,100,3,Utrecth
Roelof Bisschop,100,3,Utrecth
ZonnepanelenVergelijker.nl,100,3,Utrecth
Vote4Friendship,100,3,Utrecth
TriNed Glasvezel,100,3,Utrecth
Ftrprf,100,3,Utrecth
Garbrand,100,3,Utrecth
Badland Brawl,100,3,Utrecth
Raadhuispleinconcert,100,3,Utrecth
Red Pers,100,3,Utrecth
Fleekday,100,3,Utrecth
Wij zijn NL,100,3,Utrecth
Voordekunst,100,3,Utrecth
I Cant Breathe,100,3,Utrecth
RelyOn Nutec the Netherlands,100,3,Utrecth
Devrijesint,100,3,Utrecth
AndBloom,100,3,Utrecth
ยันต์รุ่งเรือง,100,3,Utrecth
Tearfund Nederland,100,3,Utrecth
Uitgeverij Atlas Contact,100,3,Utrecth
Ari Herstand,100,3,Utrecth
Samsam Magazine,100,3,Utrecth
"Frank Buijs, CDA",100,3,Utrecth
Op Weg Met Waterstof,100,3,Utrecth
Zwarte Piet onder Vuur,100,3,Utrecth
Rosa_Molenaar,100,3,Utrecth
JOVD 's-Hertogenbosch e.o.,100,3,Utrecth
Somerparc aan de Amstel,100,3,Utrecth
Third Space / Building Conversation,100,3,Utrecth
Knauf Insulation Benelux,100,3,Utrecth
Dopper,100,3,Utrecth
DRONGO talenfestival,100,3,Utrecth
Sweet and small,100,3,Utrecth
ALOHA FROM DEER,100,3,Utrecth
Zero&Sano,100,3,Utrecth
La Passione - Cycling Couture,100,3,Utrecth
Healthy Hair Trichology,100,3,Utrecth
Vereniging Basisinkomen,100,3,Utrecth
CDJA Limburg,100,3,Utrecth
EU Civil Protection & Humanitarian Aid - ECHO,100,3,Utrecth
Appèltje Eitje,100,3,Utrecth
Bo ter Braak,100,3,Utrecth
"Facebook for Government, Politics & Advocacy in EMEA",100,3,Utrecth
JaapJonkers,100,3,Utrecth
Entrasol,100,3,Utrecth
Ingrid van Wifferen,100,3,Utrecth
The Trevor Project,100,3,Utrecth
Timing,100,3,Utrecth
CJB (Communistische Jongerenbeweging Nederland),100,3,Utrecth
"CDJA, CDA-jongeren",100,3,Utrecth
BN DeStem,100,3,Utrecth
Climate Designers,100,3,Utrecth
"Atria, voor gendergelijkheid en vrouwengeschiedenis",100,3,Utrecth
100% Geslaagd,100,3,Utrecth
Green Office Wageningen,100,3,Utrecth
Mercedes-Benz Vans NL,100,3,Utrecth
Partij voor de Dieren Utrecht,100,3,Utrecth
SP Veenendaal,100,3,Utrecth
Leger des Heils,100,3,Utrecth
IReader,100,3,Utrecth
Reporter,100,3,Utrecth
Shell and Turtle,100,3,Utrecth
Jonathan Krispijn,100,3,Utrecth
FDBCK Media,100,3,Utrecth
Garden space,100,3,Utrecth
Sabine Koebrugge,100,3,Utrecth
Crypterium,100,3,Utrecth
Palestijnse Kinderrechten Coalitie,100,3,Utrecth
Soroptimist International Nederland,100,3,Utrecth
Aedes vereniging van woningcorporaties,100,3,Utrecth
Fashionpluto,100,3,Utrecth
Boek&Meester,100,3,Utrecth
VNO-NCW West,100,3,Utrecth
Xavierclinics,100,3,Utrecth
Segway,100,3,Utrecth
Jan Paternotte,100,3,Utrecth
Handicap NL,100,3,Utrecth
Malaysian Investment Development Authority - MIDA - Frankfurt Office,100,3,Utrecth
Rosa_Molenaar,100,3,Utrecth
Tappytoon,100,3,Utrecth
Tankpas.nl,100,3,Utrecth
Leaves,100,3,Utrecth
Erlebnis Strandausritte an der Nordsee in Holland,100,3,Utrecth
Palais de l'eau,100,3,Utrecth
Strong Babies,100,3,Utrecth
VVD Wijdemeren,100,3,Utrecth
Instagram User 3146894791,100,3,Utrecth
Bricks Ball Crusher,100,3,Utrecth
Omar El Boussaidi,100,3,Utrecth
HEAR-studie,100,3,Utrecth
Firemen Dakarteam,100,3,Utrecth
Wie heeft gelijk,100,3,Utrecth
Fossielvrij NL,100,3,Utrecth
The Explorer: Greentech from Norway,100,3,Utrecth
Cinéart Nederland,100,3,Utrecth
Pop Princess,100,3,Utrecth
Jonge Democraten Arnhem-Nijmegen,100,3,Utrecth
VVD Bunnik,100,3,Utrecth
één land één samenleving,100,3,Utrecth
NPO 1,100,3,Utrecth
Backme.org,100,3,Utrecth
StrawZ,100,3,Utrecth
KCR - Rotterdam,100,3,Utrecth
DWARS Wageningen Oud/Inactief,100,3,Utrecth
UQQO,100,3,Utrecth
BYCS,100,3,Utrecth
LastSwab,100,3,Utrecth
Voor altijd slank en fit,100,3,Utrecth
VluchtelingenWerk Zuidwest-Nederland,100,3,Utrecth
Be Hague,100,3,Utrecth
JouwBox,100,3,Utrecth
Mijn Democratie,100,3,Utrecth
Loopbaangarantie,100,3,Utrecth
CDA Neder-Betuwe,100,3,Utrecth
The Sanitation and Hygiene Fund,100,3,Utrecth
Kooksucces.nl,100,3,Utrecth
"Carline van Breugel, #32",100,3,Utrecth
Votăm în Olanda,100,3,Utrecth
Werken voor Nederland,100,3,Utrecth
Exclusive Swiss Cars,100,3,Utrecth
Anita Pannebakker D66,100,3,Utrecth
gladts_for_glories,100,3,Utrecth
Dier&Recht,100,3,Utrecth
Amina Official Shop,100,3,Utrecth
Koop je droom,100,3,Utrecth
Touch Communicatie & Organisatie,100,3,Utrecth
VVD/Democraten 66 Oudewater,100,3,Utrecth
Erasmus University Council member Philip van Moll,100,3,Utrecth
RTV Bunschoten,100,3,Utrecth
D66 Groningen,100,3,Utrecth
Spiergewrichtologie,100,3,Utrecth
Volvo Ton van Kuyk,100,3,Utrecth
Lara Wolters,100,3,Utrecth
Urban-Innovators,100,3,Utrecth
Brut UK,100,3,Utrecth
Wiardi Beckman Stichting,100,3,Utrecth
Roche,100,3,Utrecth
Progressief Rechten,100,3,Utrecth
Conflict Of Nations : World War 3,100,3,Utrecth
De Vrije Student - Rijksuniversiteit Groningen,100,3,Utrecth
EIT Food West,100,3,Utrecth
LEDlightened B.V,100,3,Utrecth
ALDE Party – Liberals and Democrats for Europe,100,3,Utrecth
Claire Martens -raadslid Amsterdamse VVD-,100,3,Utrecth
Netherlands Helsinki Committee,100,3,Utrecth
Bedrijfstechnologie,100,3,Utrecth
SlimmemeterPortal.nl,100,3,Utrecth
Dopper,100,3,Utrecth
Konfor Home,100,3,Utrecth
Kardeş Eli İnsani Yardım Derneği,100,3,Utrecth
High Performance Academy,100,3,Utrecth
UvA Faculteit der Rechtsgeleerdheid,100,3,Utrecth
Nederland KansRijk,100,3,Utrecth
Bevrijdingsfestival Utrecht,100,3,Utrecth
Info West Papua,100,3,Utrecth
SGP Zeeland,100,3,Utrecth
ProRail,100,3,Utrecth
Alvexo,100,3,Utrecth
Duurzaam Regeerakkoord,100,3,Utrecth
Islamitische Studentenvereniging Amsterdam - ISA,100,3,Utrecth
CPIC,100,3,Utrecth
Instagram User 3122239259,100,3,Utrecth
Jonge Democraten Amsterdam,100,3,Utrecth
Aurum Brothers,100,3,Utrecth
Cultureel & Congrescentrum de Rank,100,3,Utrecth
TOGETHERBAND,100,3,Utrecth
Studentenpartij Uvasociaal,100,3,Utrecth
Stichting Stem voor Dieren,100,3,Utrecth
UNHCR Nederland,100,3,Utrecth
Spirit of Nature,100,3,Utrecth
DHL Parcel,100,3,Utrecth
Apeldoorn Congresstad,100,3,Utrecth
Eindhovens Dagblad,100,3,Utrecth
FNV Overheid,100,3,Utrecth
Mindvalley на русском,100,3,Utrecth
Willem Wever,100,3,Utrecth
Klopan,100,3,Utrecth
Nuffic,100,3,Utrecth
Bottles & Booze,100,3,Utrecth
Expatica,100,3,Utrecth
CDA Noord-Holland,100,3,Utrecth
Aircall,100,3,Utrecth
dennieboxem.nl,100,3,Utrecth
GroenLinks Weststellingwerf,100,3,Utrecth
YESC Young Energy Society Challenge,100,3,Utrecth
PawFles,100,3,Utrecth
SP Amsterdam,100,3,Utrecth
NoMorePlastic,100,3,Utrecth
Sophia-Vereeniging,100,3,Utrecth
WalletHolder,100,3,Utrecth
ForumC,100,3,Utrecth
Zeewolde Liberaal,100,3,Utrecth
Braindom,100,3,Utrecth
Partij voor de vrijheid - Veenendaal,100,3,Utrecth
Tufina Watches,100,3,Utrecth
Algemene Onderwijsbond,100,3,Utrecth
GREENTRIPPER,100,3,Utrecth
Universiteit Leiden / Leiden University,100,3,Utrecth
Boardrehearse,100,3,Utrecth
Vrijopnaam,100,3,Utrecth
Switchpro's,100,3,Utrecth
Zwift Live,100,3,Utrecth
Echte Investition,100,3,Utrecth
StemPunt,100,3,Utrecth
European Movement,100,3,Utrecth
Òmnium Civil Rights Europe,100,3,Utrecth
Iamcool.ninja,100,3,Utrecth
Change the World Model United Nations,100,3,Utrecth
De Westerscheldetunnel tolvrij,100,3,Utrecth
"Nederland in verzet, weg met dit kabinet",100,3,Utrecth
Hogeschool Saxion,100,3,Utrecth
PvdA Den Haag,100,3,Utrecth
The Akshaya Patra Foundation,100,3,Utrecth
UvA Green Office,100,3,Utrecth
Transport & Environment,100,3,Utrecth
WECF Nederland - Women Engage for a Common Future,100,3,Utrecth
OMR,100,3,Utrecth
Want Properties,100,3,Utrecth
Artikel 48 - Europa Hervormen Nu,100,3,Utrecth
Buro Ruis,100,3,Utrecth
Militarylawoffice,100,3,Utrecth
New Bulgarian University,100,3,Utrecth
Top PB Poland,100,3,Utrecth
De 4 Linden Makelaardij,100,3,Utrecth
TCC - Take Care Couriers,100,3,Utrecth
FNV Vakbond,100,3,Utrecth
Jimmy Bastings,100,3,Utrecth
Symphony of love,100,3,Utrecth
PHYNE,100,3,Utrecth
The Circle of Beauty,100,3,Utrecth
Micha Nederland,100,3,Utrecth
IMPAKT,100,3,Utrecth
Niche Scraper,100,3,Utrecth
Marloes Daily,100,3,Utrecth
Ken Je Stem,100,3,Utrecth
Stichting Stem voor Dieren,100,3,Utrecth
DARUM,100,3,Utrecth
Stt Ngắn - Tâm Sự Cuộc Sống,100,3,Utrecth
Volkspartij Nederland,100,3,Utrecth
janneke van eck,100,3,Utrecth
Kersthuisje.nu,100,3,Utrecth
Kernionenergie,100,3,Utrecth
Vera Tax,100,3,Utrecth
Periscoop Film,100,3,Utrecth
Wren + Glory,100,3,Utrecth
GeefeenBoompje.nl,100,3,Utrecth
Minecraft,100,3,Utrecth
Ecoforyou,100,3,Utrecth
Usha Marhé,100,3,Utrecth
Cooliea,100,3,Utrecth
COC Midden-Nederland,100,3,Utrecth
Meldpunt Verpakkingen,100,3,Utrecth
Jos Brink Prijs,100,3,Utrecth
АТОН,100,3,Utrecth
Stan Peters PvdA #31,100,3,Utrecth
Wheat Straws,100,3,Utrecth
Gemeente Haarlemmermeer,100,3,Utrecth
Neurodiversiteit - Neurodiversity Foundation,100,3,Utrecth
FLOOR,100,3,Utrecth
Nederlands BurgerPlatform,100,3,Utrecth
Brooklyn Institute for Social Research,100,3,Utrecth
Onderstal Uitvaartzorg,100,3,Utrecth
Your Reusables,100,3,Utrecth
Kaufe deinen Traum,100,3,Utrecth
Meer vrouwen in de politiek,100,3,Utrecth
Kadera aanpak huiselijk geweld,100,3,Utrecth
Jonge Atlantici/YATA Netherlands,100,3,Utrecth
ONE FOR ISRAEL Ministry,100,3,Utrecth
We Sea You,100,3,Utrecth
Moneytronic Nederland,100,3,Utrecth
Buurthuis De Willemien,100,3,Utrecth
DMTbeauty,100,3,Utrecth
Project Makeover,100,3,Utrecth
Vrijheid voor altijd,100,3,Utrecth
Toyota Nederland,100,3,Utrecth
De Rotterdamse VVD,100,3,Utrecth
Regio Holland boven Amsterdam,100,3,Utrecth
UUinActie,100,3,Utrecth
Auvik Networks Inc.,100,3,Utrecth
Business ideas,100,3,Utrecth
Woonwagen belangen Nederland,100,3,Utrecth
Jonge Socialisten Rijnmond,100,3,Utrecth
Secondwayshop,100,3,Utrecth
Happy Days Online,100,3,Utrecth
"Gabrielle Heine,  Nr. 37 CDA TK'21",100,3,Utrecth
Proefdiervrij,100,3,Utrecth
CDA Leiden,100,3,Utrecth
Free Russia NL,100,3,Utrecth
De Lepelaar uitgeverij,100,3,Utrecth
Volt Zeeland,100,3,Utrecth
Khalid Latif,100,3,Utrecth
Writers Unlimited Winternachten Festival Den Haag,100,3,Utrecth
主燈塔事工,100,3,Utrecth
D66 Haarlemmermeer,100,3,Utrecth
ProCellx Hair Laboratories,100,3,Utrecth
Doodly,100,3,Utrecth
Partij voor de Dieren Flevoland,100,3,Utrecth
Agnes Jongerius,100,3,Utrecth
Adflow,100,3,Utrecth
Climate Adaptation Groningen,100,3,Utrecth
Floris Eigenhuis,100,3,Utrecth
Madevy,100,3,Utrecth
Instagram User 5986683072,100,3,Utrecth
"PvdA-GroenLinks Vught, Helvoirt & Cromvoirt",100,3,Utrecth
FG STYLES,100,3,Utrecth
InIJsselstein,100,3,Utrecth
Pensioenverlies,100,3,Utrecth
NuNu Talk,100,3,Utrecth
Coverplan,100,3,Utrecth
Quintessentially Queer,100,3,Utrecth
Facebook for Business,100,3,Utrecth
Hartstichting,100,3,Utrecth
Doeffgewoon,100,3,Utrecth
De Linker Wang,100,3,Utrecth
Iwannabeamodel.nl,100,3,Utrecth
Instagram User 909668702,100,3,Utrecth
Mafia City H5,100,3,Utrecth
Ermelo Duurzamer,100,3,Utrecth
Grow Media,100,3,Utrecth
Project A,100,3,Utrecth
Big News Buzz,100,3,Utrecth
D66 Amersfoort,100,3,Utrecth
Buitenhof,100,3,Utrecth
GroenLinks Amsterdam,100,3,Utrecth
IOM - UN Migration,100,3,Utrecth
Visagie Zehra,100,3,Utrecth
Winq.nl,100,3,Utrecth
Soul Water,100,3,Utrecth
War and Magic,100,3,Utrecth
Mr. Stephen Ridley,100,3,Utrecth
Dachshund Facts,100,3,Utrecth
Freethinker,100,3,Utrecth
Wellantcollege Cursussen & Trainingen,100,3,Utrecth
Opzij,100,3,Utrecth
The polygon seahorse,100,3,Utrecth
Clare Evans,100,3,Utrecth
PvdA Rotterdam,100,3,Utrecth
BIJ1,100,3,Utrecth
Melkweg Amsterdam,100,3,Utrecth
WoodWatch,100,3,Utrecth
Soup en Zo,100,3,Utrecth
GroenLinks Gelderland,100,3,Utrecth
Zootje Geregeld,100,3,Utrecth
Faculty of Theology and Religious Studies University of Groningen,100,3,Utrecth
T M da Silva Marcos,100,3,Utrecth
Bleekjetanden.nl,100,3,Utrecth
SafeSave,100,3,Utrecth
Zero Waste Produce Bags,100,3,Utrecth
DYLN Alkaline Water Bottle,100,3,Utrecth
StrawZ,100,3,Utrecth
IZZ,100,3,Utrecth
IHH Nederland,100,3,Utrecth
Cool Crowdfunding Projects,100,3,Utrecth
Mikal Tseggai,100,3,Utrecth
Council of the European Union,100,3,Utrecth
Live Wallpapers & Ringtones,100,3,Utrecth
Jansbeek Ekklesia,100,3,Utrecth
Cuffer,100,3,Utrecth
Instituto Europeo de Psicología Positiva - IEPP,100,3,Utrecth
Fitness Catalyst,100,3,Utrecth
NVTG,100,3,Utrecth
Ons Almere,100,3,Utrecth
ENS Clean Air,100,3,Utrecth
Una Collective,100,3,Utrecth
Vans,100,3,Utrecth
Pfizer Nederland,100,3,Utrecth
Adobe,100,3,Utrecth
PvdA Nijmegen,100,3,Utrecth
Lumen,100,3,Utrecth
Good To Give,100,3,Utrecth
Berends Naafs Makelaars,100,3,Utrecth
Thales Cloud Security,100,3,Utrecth
MaterialTrader.com,100,3,Utrecth
NOHAU,100,3,Utrecth
SeaconLogistics,100,3,Utrecth
Jan Snel,100,3,Utrecth
Deloitte,100,3,Utrecth
17 doelen die je deelt,100,3,Utrecth
Pride-Souvenirs.com,100,3,Utrecth
